fonte,tipo,termo,conteudo,relevancia,regiao,cliente,fonte_busca,categoria,data_coleta,valor,url,buscador,posicao,canal,video_id,publicado_em,autor,likes,video_titulo,desenvolvedor,rating,installs,app_id
Google Suggest,sugestao,bitcoin,bitcoin 360,554.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3d print,553.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3b1b,552.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3blue1brown,551.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 300k,550.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 all,1250.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 420,1050.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4.0,601.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 claves para entender la más grande,600.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 401 k,560.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle,559.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle over,558.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 444k,557.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle explained,556.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 400k,555.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 400x,554.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 444,553.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4k video,552.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4k,551.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 40k,550.0,br,chrome,youtube,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500 pratas,1250.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500k,700.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 55k,603.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 minute,602.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500,601.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 min live,600.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50k,558.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 51 attack,557.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 cent,556.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 min,555.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500 investment,554.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 51 percent attack,553.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 min scalping,552.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500.000,551.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5.3 theory,550.0,br,chrome,youtube,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 67,650.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 60k,601.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 600k,600.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 666,561.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 60 minutes,560.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 60 day cycle,559.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 60000,558.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 62k,557.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin gta 6,556.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin puzzle 68,555.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin pizza 60 minutes,554.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,mercado bitcoin 60,553.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin jogando round 6,552.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,6 bitcoin men,551.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin in 60 seconds,550.0,br,chrome,youtube,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 75k,1250.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 700k,601.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 70k,600.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 79k,561.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 77k,560.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 73k,559.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 700,558.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 70,557.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 7 march,556.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 70000,555.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 730,554.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 72k,553.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 74000,552.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 7th element,551.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 7 maret 2025,550.0,br,chrome,youtube,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80k,1250.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 86k,801.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 83k,800.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 89k,650.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80000,601.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88k,600.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 85000,558.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 85k,557.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 800k,556.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88,555.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 87k,554.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 84k,553.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 8 years ago,552.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80,551.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88 sats,550.0,br,chrome,youtube,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90,750.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90k,601.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99,600.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 91k,561.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 94k,560.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 98k,559.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 93k,558.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 92k,557.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99pay,556.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 95k,555.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99bitcoins,554.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9 years ago,553.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 96k,552.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 97k,551.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9arm,550.0,br,chrome,youtube,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é,1250.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que preciso saber,601.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que fazer,600.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esperar,557.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esta acontecendo,556.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin caindo o que fazer,555.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,minerar bitcoin o que é,554.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,etf bitcoin o que é,553.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,lightning bitcoin o que é,552.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em 2025 o que vai acontecer,551.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em alta o que fazer,550.0,br,chrome,youtube,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro,1250.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma bolha,1200.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é rastreavel,751.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é furada,750.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é um bom investimento,602.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é hora de comprar,601.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é confiável,600.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é o futuro,557.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é investimento,556.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é melhor que dolar,555.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é a solução,554.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma moeda,553.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é resistencia,552.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro investir,551.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma bolha prestes a estourar,550.0,br,chrome,youtube,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não é investimento,1250.0,br,chrome,youtube,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não é moeda,1200.0,br,chrome,youtube,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin atualmente,601.0,br,chrome,youtube,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em portugues,600.0,br,chrome,youtube,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoins,550.0,br,chrome,youtube,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir,900.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como comprar,750.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona passo a passo para iniciantes,601.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como ganhar dinheiro,600.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como começar,560.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir 2025,559.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como comprar de forma segura,558.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como minerar,557.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona desenho,556.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como usar,555.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como sacar dinheiro,554.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como reserva de valor,553.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como guardar,552.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como vender,551.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como comprar e vender,550.0,br,chrome,youtube,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin porque bajo,1250.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin porque cae,1000.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin tem valor,601.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin,600.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin está caindo,560.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin existe,559.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque o bitcoin está caindo,558.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque comprar bitcoin,557.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque investir em bitcoin,556.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque invertir en bitcoin,555.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque o bitcoin valorizou tanto,554.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque cae bitcoin hoy,553.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque esta bajando bitcoin,552.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque o bitcoin foi criado,551.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque o bitcoin esta subindo,550.0,br,chrome,youtube,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde comprar,1251.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde investir,1250.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde guardar,601.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por onde começar,600.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ate onde vai,552.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoins,551.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin origem,550.0,br,chrome,youtube,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando comprar,1252.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando comprar e vender,1251.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando vender,1250.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando vai subir,601.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,quando bitcoin vai corrigir,600.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,quando bitcoin vai cair,552.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em baixa,551.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em portugues,550.0,br,chrome,youtube,categoria_Questões_quando,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual melhor corretora,601.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual comprar,600.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,qual bitcoin investir hoje,557.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,qual bitcoin comprar hoje,556.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ou ethereum qual o melhor,555.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,em qual bitcoin investir,554.0,br,chrome,youtube,categoria_Questões_qual,2025-12-11 21:07:47,,,,,,,,,,,,,,
