"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo","ordenacao_comentario","ordenacao_comentario_nome"
"@titangb2188","UC49wkAVP5wXpcvsuTHgKCMg","http://www.youtube.com/@titangb2188","Es genial ver estos cortos de Andres en el pasado, se convirtió en todo un grande.","6042","2024-05-26T23:56:55Z","2024-05-26T23:56:55Z","True","True","16","5","[{'autor': '@kaori-mb5mq', 'comentario': 'En todo un gran estafador', 'likes': 15, 'publicado_em': '2024-06-01T00:43:43Z'}, {'autor': '@titangb2188', 'comentario': '@kaori-mb5mq En que te estafo? Todos estamos aquí ya sea para aprender de el o solo pasando el rato, llevo mucho viendolo y jamás supe de estafas. Si solo repites algo que escuchaste o leíste, a ya tu, no te daré más de mi tiempo.', 'likes': 43, 'publicado_em': '2024-06-01T03:42:37Z'}, {'autor': '@paolasampayocampo.2575', 'comentario': '290000000😊', 'likes': 1, 'publicado_em': '2024-06-01T18:18:57Z'}, {'autor': '@mrgift3595', 'comentario': '\u200b@kaori-mb5mqcreo que si sigues así no tienes un buen futuro', 'likes': 8, 'publicado_em': '2024-06-02T03:50:45Z'}, {'autor': '@adolfoflores2766', 'comentario': 'no entendí nada el video alguien me puede explicar en los comentarios', 'likes': 1, 'publicado_em': '2024-06-02T07:36:37Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@jaiver1960","UCAtY4xXAuFfN1U8uEtKEl0Q","http://www.youtube.com/@jaiver1960","Lo peor, es que el repartidor olvidó los datos de su wallet jajajaja","715","2024-05-27T22:28:32Z","2024-05-27T22:28:32Z","True","True","7","5","[{'autor': '@EFDOT208', 'comentario': 'En serio?🤣', 'likes': 21, 'publicado_em': '2024-06-02T17:43:51Z'}, {'autor': '@leonardojimenez7440', 'comentario': '\u200bSi, no sé si se trate del mismo pero está la historia de uno que hasta el día de hoy está buscando entre todos el basureros la computadora que tiró, por qué ahí tenía la contraseña parece de esa billetera... Creo perdió 100M de dólares en bitcoins. \u200b@EFDOT208', 'likes': 0, 'publicado_em': '2024-06-03T18:27:23Z'}, {'autor': '@fernandochavez2930', 'comentario': 'O los perdio en el basurero.', 'likes': 14, 'publicado_em': '2024-06-05T16:45:19Z'}, {'autor': '@mxklil9135', 'comentario': 'Yo por lo que he oido los gastó jugando a un juego de la época que aceptaba Bitcoin como medio de pago, y no es un repartidor, ese chico puso en un foro que daba 10.000 btc a quien le mandé las dos pizzas y un chico que lo vio se las ordeno', 'likes': 26, 'publicado_em': '2024-06-13T10:05:22Z'}, {'autor': '@redpopuka510', 'comentario': 'Yo recuerdo que tenia una cuenta en una pagina de en su momento daba BTC por cosas simples como ver anuncios o descargar juegos, pero ya ni recuerdo el correo xD\nNunca pensé que esas cosas fueran a valer algo, en su momento lo hice por moda porque lo recomendaba un youtuber', 'likes': 5, 'publicado_em': '2024-08-02T12:52:59Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@Grasoso.559","UCQwivOXH0ukv0A5rFfqp3Rw","http://www.youtube.com/@Grasoso.559","El repartidor: era para ver si estaban atentos 🤑","2081","2024-05-28T17:24:32Z","2024-05-28T17:24:32Z","True","True","6","5","[{'autor': '@matthewluismorilopez', 'comentario': 'el repartidor gracias , wow mucha propina', 'likes': 23, 'publicado_em': '2024-06-02T01:34:29Z'}, {'autor': '@Felipex23', 'comentario': 'Literal', 'likes': 8, 'publicado_em': '2024-06-04T14:15:11Z'}, {'autor': '@XD-ke7jm', 'comentario': 'En su momento al pico 652 Millones 💀', 'likes': 6, 'publicado_em': '2024-06-05T20:34:08Z'}, {'autor': '@markbarba3850', 'comentario': '\u200b@XD-ke7jm Una pequeña propina xd', 'likes': 1, 'publicado_em': '2024-07-25T23:10:09Z'}, {'autor': '@Papitas02', 'comentario': 'DIA 10 HACIENDO SPAM HASTA CONSEGUIR 100 SUBS(cuando los consiga acabaré)', 'likes': 0, 'publicado_em': '2024-09-13T01:35:35Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@LatamEducativo","UCPVWWdAuzltw3EcOE7hbudQ","http://www.youtube.com/@LatamEducativo","Para mi el cliente tiene todo mi respeto, fue la primera persona en encontrarle ese sentido a bitcoin","7527","2024-06-01T18:59:44Z","2024-06-01T18:59:44Z","True","True","29","5","[{'autor': '@User88638v', 'comentario': 'Soy subbb', 'likes': 33, 'publicado_em': '2024-06-02T18:37:51Z'}, {'autor': '@Moisés_Lara22', 'comentario': '@LatamEducativo sabes que el video salio hace dos años? 😅', 'likes': 28, 'publicado_em': '2024-06-03T12:22:19Z'}, {'autor': '@Pabito_03', 'comentario': 'Soy fan bro', 'likes': 12, 'publicado_em': '2024-06-03T22:05:21Z'}, {'autor': '@orgullomexicano8975', 'comentario': '\u200b@Moisés_Lara22 el lo dice porque eso en realidad paso, el creador de bitcoin compro 2 pizzas por esa cantidad de bitcoin, fue la primera transaccion en bitcoin', 'likes': 0, 'publicado_em': '2024-06-05T11:28:02Z'}, {'autor': '@ahsgshsgajsgajahjs', 'comentario': 'Lat... ¿México De Bitcoin?', 'likes': 5, 'publicado_em': '2024-06-05T18:32:31Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@Nelson_AR","UClWh8e-4iLYCR2K-blIhU-A","http://www.youtube.com/@Nelson_AR","Esa transacción fue una de las que dio valor al bitcoin, fue la primera.","4286","2024-06-09T07:24:51Z","2024-06-09T07:24:51Z","True","True","12","5","[{'autor': '@JonathanJosta', 'comentario': 'N', 'likes': 11, 'publicado_em': '2024-10-03T01:46:42Z'}, {'autor': '@Nelson_AR', 'comentario': '@JonathanJosta?', 'likes': 2, 'publicado_em': '2024-10-03T02:00:02Z'}, {'autor': '@JonathanJosta', 'comentario': '@Nelson_AR no', 'likes': 5, 'publicado_em': '2024-10-03T03:28:04Z'}, {'autor': '@hawkkinjoku3481', 'comentario': 'No mientas por convivir, ese tiempo se usaba para pagar cosas de Ebay y juegos mmo', 'likes': 11, 'publicado_em': '2024-10-12T04:39:38Z'}, {'autor': '@Nelson_AR', 'comentario': '@hawkkinjoku3481 googlea aweonao, el trueque empezó con esa transacción dándole valor', 'likes': 0, 'publicado_em': '2024-10-12T06:04:13Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@SinaiMoo","UCgRTkVeHSorKt1B9QUzrLuw","http://www.youtube.com/@SinaiMoo","Un video de hace 3 años existe:
YT: Se lo recomendaré en estos 3 años :D","429","2025-02-02T21:13:47Z","2025-02-02T21:14:12Z","True","True","9","5","[{'autor': '@ChristianMuñozSuárez', 'comentario': 'Exacto', 'likes': 5, 'publicado_em': '2025-03-11T03:03:21Z'}, {'autor': '@Allan90406', 'comentario': 'Igual', 'likes': 3, 'publicado_em': '2025-04-19T14:41:29Z'}, {'autor': '@adolfoemmanuelcaamaltrujil2530', 'comentario': 'Jajaja', 'likes': 2, 'publicado_em': '2025-04-21T00:13:53Z'}, {'autor': '@ranblox2377', 'comentario': 'Si jajak', 'likes': 0, 'publicado_em': '2025-04-24T22:35:41Z'}, {'autor': '@TitanRockero', 'comentario': 'Editado y sigue estando mal redactado.', 'likes': 0, 'publicado_em': '2025-05-11T07:44:45Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@sergiomaldonado","UC0BG0O6lsytk36FsNqcwGvw","http://www.youtube.com/@sergiomaldonado","Grande Youtube recomendando un video de hace casi 3 años","14","2025-03-20T22:50:59Z","2025-03-20T22:50:59Z","True","True","0","0","[]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@ZanehAnimations","UCHu0oB2E_ASQn3ek2HFdsiQ","http://www.youtube.com/@ZanehAnimations","Desde que apareció ""alguien ordenó pizzas?"" Ya sabía de que trataba :v","23","2025-05-16T00:44:00Z","2025-05-16T00:44:00Z","True","True","0","0","[]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","2","Mais antigos"
"@ZanehAnimations","UCHu0oB2E_ASQn3ek2HFdsiQ","http://www.youtube.com/@ZanehAnimations","Desde que apareció ""alguien ordenó pizzas?"" Ya sabía de que trataba :v","23","2025-05-16T00:44:00Z","2025-05-16T00:44:00Z","True","True","0","0","[]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@sergiomaldonado","UC0BG0O6lsytk36FsNqcwGvw","http://www.youtube.com/@sergiomaldonado","Grande Youtube recomendando un video de hace casi 3 años","14","2025-03-20T22:50:59Z","2025-03-20T22:50:59Z","True","True","0","0","[]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@SinaiMoo","UCgRTkVeHSorKt1B9QUzrLuw","http://www.youtube.com/@SinaiMoo","Un video de hace 3 años existe:
YT: Se lo recomendaré en estos 3 años :D","429","2025-02-02T21:13:47Z","2025-02-02T21:14:12Z","True","True","9","5","[{'autor': '@ChristianMuñozSuárez', 'comentario': 'Exacto', 'likes': 5, 'publicado_em': '2025-03-11T03:03:21Z'}, {'autor': '@Allan90406', 'comentario': 'Igual', 'likes': 3, 'publicado_em': '2025-04-19T14:41:29Z'}, {'autor': '@adolfoemmanuelcaamaltrujil2530', 'comentario': 'Jajaja', 'likes': 2, 'publicado_em': '2025-04-21T00:13:53Z'}, {'autor': '@ranblox2377', 'comentario': 'Si jajak', 'likes': 0, 'publicado_em': '2025-04-24T22:35:41Z'}, {'autor': '@TitanRockero', 'comentario': 'Editado y sigue estando mal redactado.', 'likes': 0, 'publicado_em': '2025-05-11T07:44:45Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@Nelson_AR","UClWh8e-4iLYCR2K-blIhU-A","http://www.youtube.com/@Nelson_AR","Esa transacción fue una de las que dio valor al bitcoin, fue la primera.","4286","2024-06-09T07:24:51Z","2024-06-09T07:24:51Z","True","True","12","5","[{'autor': '@JonathanJosta', 'comentario': 'N', 'likes': 11, 'publicado_em': '2024-10-03T01:46:42Z'}, {'autor': '@Nelson_AR', 'comentario': '@JonathanJosta?', 'likes': 2, 'publicado_em': '2024-10-03T02:00:02Z'}, {'autor': '@JonathanJosta', 'comentario': '@Nelson_AR no', 'likes': 5, 'publicado_em': '2024-10-03T03:28:04Z'}, {'autor': '@hawkkinjoku3481', 'comentario': 'No mientas por convivir, ese tiempo se usaba para pagar cosas de Ebay y juegos mmo', 'likes': 11, 'publicado_em': '2024-10-12T04:39:38Z'}, {'autor': '@Nelson_AR', 'comentario': '@hawkkinjoku3481 googlea aweonao, el trueque empezó con esa transacción dándole valor', 'likes': 0, 'publicado_em': '2024-10-12T06:04:13Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@LatamEducativo","UCPVWWdAuzltw3EcOE7hbudQ","http://www.youtube.com/@LatamEducativo","Para mi el cliente tiene todo mi respeto, fue la primera persona en encontrarle ese sentido a bitcoin","7527","2024-06-01T18:59:44Z","2024-06-01T18:59:44Z","True","True","29","5","[{'autor': '@User88638v', 'comentario': 'Soy subbb', 'likes': 33, 'publicado_em': '2024-06-02T18:37:51Z'}, {'autor': '@Moisés_Lara22', 'comentario': '@LatamEducativo sabes que el video salio hace dos años? 😅', 'likes': 28, 'publicado_em': '2024-06-03T12:22:19Z'}, {'autor': '@Pabito_03', 'comentario': 'Soy fan bro', 'likes': 12, 'publicado_em': '2024-06-03T22:05:21Z'}, {'autor': '@orgullomexicano8975', 'comentario': '\u200b@Moisés_Lara22 el lo dice porque eso en realidad paso, el creador de bitcoin compro 2 pizzas por esa cantidad de bitcoin, fue la primera transaccion en bitcoin', 'likes': 0, 'publicado_em': '2024-06-05T11:28:02Z'}, {'autor': '@ahsgshsgajsgajahjs', 'comentario': 'Lat... ¿México De Bitcoin?', 'likes': 5, 'publicado_em': '2024-06-05T18:32:31Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@Grasoso.559","UCQwivOXH0ukv0A5rFfqp3Rw","http://www.youtube.com/@Grasoso.559","El repartidor: era para ver si estaban atentos 🤑","2081","2024-05-28T17:24:32Z","2024-05-28T17:24:32Z","True","True","6","5","[{'autor': '@matthewluismorilopez', 'comentario': 'el repartidor gracias , wow mucha propina', 'likes': 23, 'publicado_em': '2024-06-02T01:34:29Z'}, {'autor': '@Felipex23', 'comentario': 'Literal', 'likes': 8, 'publicado_em': '2024-06-04T14:15:11Z'}, {'autor': '@XD-ke7jm', 'comentario': 'En su momento al pico 652 Millones 💀', 'likes': 6, 'publicado_em': '2024-06-05T20:34:08Z'}, {'autor': '@markbarba3850', 'comentario': '\u200b@XD-ke7jm Una pequeña propina xd', 'likes': 1, 'publicado_em': '2024-07-25T23:10:09Z'}, {'autor': '@Papitas02', 'comentario': 'DIA 10 HACIENDO SPAM HASTA CONSEGUIR 100 SUBS(cuando los consiga acabaré)', 'likes': 0, 'publicado_em': '2024-09-13T01:35:35Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@jaiver1960","UCAtY4xXAuFfN1U8uEtKEl0Q","http://www.youtube.com/@jaiver1960","Lo peor, es que el repartidor olvidó los datos de su wallet jajajaja","715","2024-05-27T22:28:32Z","2024-05-27T22:28:32Z","True","True","7","5","[{'autor': '@EFDOT208', 'comentario': 'En serio?🤣', 'likes': 21, 'publicado_em': '2024-06-02T17:43:51Z'}, {'autor': '@leonardojimenez7440', 'comentario': '\u200bSi, no sé si se trate del mismo pero está la historia de uno que hasta el día de hoy está buscando entre todos el basureros la computadora que tiró, por qué ahí tenía la contraseña parece de esa billetera... Creo perdió 100M de dólares en bitcoins. \u200b@EFDOT208', 'likes': 0, 'publicado_em': '2024-06-03T18:27:23Z'}, {'autor': '@fernandochavez2930', 'comentario': 'O los perdio en el basurero.', 'likes': 14, 'publicado_em': '2024-06-05T16:45:19Z'}, {'autor': '@mxklil9135', 'comentario': 'Yo por lo que he oido los gastó jugando a un juego de la época que aceptaba Bitcoin como medio de pago, y no es un repartidor, ese chico puso en un foro que daba 10.000 btc a quien le mandé las dos pizzas y un chico que lo vio se las ordeno', 'likes': 26, 'publicado_em': '2024-06-13T10:05:22Z'}, {'autor': '@redpopuka510', 'comentario': 'Yo recuerdo que tenia una cuenta en una pagina de en su momento daba BTC por cosas simples como ver anuncios o descargar juegos, pero ya ni recuerdo el correo xD\nNunca pensé que esas cosas fueran a valer algo, en su momento lo hice por moda porque lo recomendaba un youtuber', 'likes': 5, 'publicado_em': '2024-08-02T12:52:59Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@titangb2188","UC49wkAVP5wXpcvsuTHgKCMg","http://www.youtube.com/@titangb2188","Es genial ver estos cortos de Andres en el pasado, se convirtió en todo un grande.","6042","2024-05-26T23:56:55Z","2024-05-26T23:56:55Z","True","True","16","5","[{'autor': '@kaori-mb5mq', 'comentario': 'En todo un gran estafador', 'likes': 15, 'publicado_em': '2024-06-01T00:43:43Z'}, {'autor': '@titangb2188', 'comentario': '@kaori-mb5mq En que te estafo? Todos estamos aquí ya sea para aprender de el o solo pasando el rato, llevo mucho viendolo y jamás supe de estafas. Si solo repites algo que escuchaste o leíste, a ya tu, no te daré más de mi tiempo.', 'likes': 43, 'publicado_em': '2024-06-01T03:42:37Z'}, {'autor': '@paolasampayocampo.2575', 'comentario': '290000000😊', 'likes': 1, 'publicado_em': '2024-06-01T18:18:57Z'}, {'autor': '@mrgift3595', 'comentario': '\u200b@kaori-mb5mqcreo que si sigues así no tienes un buen futuro', 'likes': 8, 'publicado_em': '2024-06-02T03:50:45Z'}, {'autor': '@adolfoflores2766', 'comentario': 'no entendí nada el video alguien me puede explicar en los comentarios', 'likes': 1, 'publicado_em': '2024-06-02T07:36:37Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@j0rg3o72O1o","UC6VOpwGHt1DngusEp1Wlu_g","http://www.youtube.com/@j0rg3o72O1o","Bravo YouTube, recomendando un vídeo de hace dos años.","44559","2024-05-24T02:49:24Z","2024-05-24T02:49:24Z","True","True","233","5","[{'autor': '@AlexanderGutierrez-tv7je', 'comentario': 'Apenas que dijistes eso me di cuenta y la fecha nose como no me di cuenta', 'likes': 411, 'publicado_em': '2024-05-24T18:57:27Z'}, {'autor': '@j0rg3o72O1o', 'comentario': '@AlexanderGutierrez-tv7je Es fácil darse cuenta por dos cosas:\nPor como están hechos los videos (en el detalle de que se ven más simples que los videos que actualmente hace)\nLa segunda se me olvidó mientras escribía esto.', 'likes': 219, 'publicado_em': '2024-05-24T20:48:11Z'}, {'autor': '@AlexanderGutierrez-tv7je', 'comentario': 'Lo único que note se veía diferente pero no sabía que era de tanto yiempo', 'likes': 44, 'publicado_em': '2024-05-24T21:07:47Z'}, {'autor': '@Drakosw', 'comentario': 'También me di cuenta por algunos comentarios que dicen hace 2 años', 'likes': 23, 'publicado_em': '2024-05-26T03:55:58Z'}, {'autor': '@EDDlE3954', 'comentario': 'x2', 'likes': 8, 'publicado_em': '2024-05-26T19:38:45Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@KeylerMenendez-s1w","UCgspl5qe3bwIfsIDuOW-j9w","http://www.youtube.com/@KeylerMenendez-s1w","Alguien 2024 creo q este fue uno de sus primeros videos","16504","2024-05-22T23:39:00Z","2024-05-22T23:39:00Z","True","True","126","5","[{'autor': '@EL_GALLO_PEPE', 'comentario': 'Yo', 'likes': 17, 'publicado_em': '2024-05-29T12:58:42Z'}, {'autor': '@puyol1218', 'comentario': 'Yo', 'likes': 5, 'publicado_em': '2024-05-29T18:21:32Z'}, {'autor': '@AlfonsoDíezMarcos', 'comentario': 'Yo', 'likes': 3, 'publicado_em': '2024-05-30T07:07:44Z'}, {'autor': '@Alexis-cy1im', 'comentario': 'Yo', 'likes': 2, 'publicado_em': '2024-05-30T16:42:20Z'}, {'autor': '@PAN-i4f', 'comentario': 'Tenemos la misma foto de perfilxd\u200b@ZF_PAN', 'likes': 0, 'publicado_em': '2024-05-30T17:57:01Z'}]","t_eN9r6-hKQ","#Bitcoin #Criptomonedas","1","Mais novos"
"@deeparanitk","UC5ACmQHP58N-1PRu0oUCBsg","http://www.youtube.com/@deeparanitk","Ngl that maybe the best looking lambo I saw in a while","88","2025-05-16T06:04:06Z","2025-05-16T06:04:06Z","True","True","9","5","[{'autor': '@PhuocHong-kb2xu', 'comentario': '❤❤❤❤❤❤❤❤❤❤', 'likes': 1, 'publicado_em': '2025-09-24T10:25:47Z'}, {'autor': '@PhuocHong-kb2xu', 'comentario': 'hello', 'likes': 0, 'publicado_em': '2025-09-24T10:25:55Z'}, {'autor': '@PhuocHong-kb2xu', 'comentario': 'hi', 'likes': 0, 'publicado_em': '2025-09-24T10:25:59Z'}, {'autor': '@PhuocHong-kb2xu', 'comentario': 'chào bạn', 'likes': 0, 'publicado_em': '2025-09-24T10:26:09Z'}, {'autor': '@DavidMaciasFuentes-j9j4v', 'comentario': 'Cero envidia 🇲🇽😎 por qué vamos pa arriba', 'likes': 0, 'publicado_em': '2025-10-24T04:28:35Z'}]","zhPqD19DjYw","First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin","3","Mais curtidos"
"@RizzKing-g1l1v","UCH-QRxjdctHusiiUetUae-g","http://www.youtube.com/@RizzKing-g1l1v","Why he started doing push ups 😂😂 lol","59","2025-06-23T21:04:33Z","2025-06-23T21:04:33Z","True","True","3","3","[{'autor': '@FatumoMohamedSharif', 'comentario': 'To flex ofc 😑🤫😉🧏\u200d♂️', 'likes': 0, 'publicado_em': '2025-10-31T05:55:01Z'}, {'autor': '@LuanaConceição-n7d', 'comentario': 'Xtudo', 'likes': 0, 'publicado_em': '2025-11-01T13:09:54Z'}, {'autor': '@PremSingh-vi1sb', 'comentario': 'Aura brother 💀💀💀', 'likes': 1, 'publicado_em': '2025-11-15T02:51:51Z'}]","zhPqD19DjYw","First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin","3","Mais curtidos"
"@danielwho303","UC1qmXGcKGW9ZJxG_cS9-BmA","http://www.youtube.com/@danielwho303","That Solana tanked lol","24","2025-04-15T17:17:09Z","2025-04-15T17:17:09Z","True","True","1","1","[{'autor': '@cmo5701', 'comentario': 'We up now', 'likes': 0, 'publicado_em': '2025-07-21T04:34:43Z'}]","zhPqD19DjYw","First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin","3","Mais curtidos"
"@BARAD-64592","UCIx-qsj23eeSW3_DL6t7yIg","http://www.youtube.com/@BARAD-64592","چرا شبیهه صدرا گیمیکسره 😂😂🧡🧡","2","2025-10-25T07:40:18Z","2025-10-25T07:40:18Z","True","True","0","0","[]","zhPqD19DjYw","First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin","3","Mais curtidos"
"@Sandeep-j8o7g","UCCNmy5Y4ZUHsrecMhYvEgvA","http://www.youtube.com/@Sandeep-j8o7g","Nameste bro all the best year mujhe bhe lene he plese advise me","2","2025-05-24T10:23:26Z","2025-05-24T10:23:26Z","True","True","0","0","[]","zhPqD19DjYw","First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin","3","Mais curtidos"
